GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "27039","Dodge, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3140,3477,3646,4028,5184,5333,5519,5563,7412,8398,8081,8812,9510,10088,9622,12056,12579,13377,14451,14618,16487,16971,17041,17612,17158,19393,19293,21280,22151,24108,25193,26393,27698,29454,30754,31234,31388,32468,34764,36663,35525,37185,41039,44440,44147,41737,42351,41886,43874,45757,46516,51585
 "27041","Douglas, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",65508,71940,80594,88925,108531,116750,124517,133020,154245,170505,191130,210729,240316,260434,278339,309365,327767,343920,366801,376246,412656,435969,448276,482103,505746,548591,576314,634467,669527,726945,768713,849660,890633,937797,1008790,1077588,1090474,1169184,1296246,1427101,1448081,1561409,1652076,1830402,1801129,1730003,1860847,1931837,1904913,1954753,1984946,2147860
 "27041","Douglas, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",22514,22938,23145,24077,24652,24703,25412,25694,26389,26833,27410,27898,28074,28130,28280,28456,28606,28481,28252,28546,28679,28727,29193,29539,30050,30417,30831,31305,31677,32207,32489,32882,33201,33601,34125,34555,35110,35472,35903,36108,36076,35990,36185,36297,36350,36579,36796,37162,37547,37987,38070,38328
 "27041","Douglas, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2910,3136,3482,3693,4403,4726,4900,5177,5845,6354,6973,7554,8560,9258,9842,10872,11458,12075,12983,13180,14389,15176,15356,16321,16830,18036,18693,20267,21136,22571,23661,25840,26825,27910,29562,31185,31059,32961,36104,39523,40140,43385,45656,50428,49550,47295,50572,51984,50734,51458,52139,56039
 "27043","Faribault, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",66962,75121,79359,84268,122445,123326,125107,121466,162899,168127,167740,178828,196084,204604,201204,247060,250293,255490,266324,253549,284814,280603,265220,289060,261164,315373,308117,356213,352049,363256,366475,391387,411774,432090,444543,490486,492608,497023,530548,553875,519131,532737,604202,639248,617289,566634,552544,514920,544462,560163,587090,684411
 "27043","Faribault, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",21186,20928,20982,20364,20522,20215,20367,20251,20040,19908,19546,19676,19481,19302,19023,18870,18624,18242,17865,17616,17263,16884,16666,16640,16583,16553,16522,16413,16469,16317,16288,16143,15929,15799,15628,15554,15255,15150,14986,14790,14651,14479,14460,14174,14098,14102,13977,13864,13767,13732,13671,13601
 "27043","Faribault, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3161,3589,3782,4138,5967,6101,6143,5998,8129,8445,8582,9089,10065,10600,10577,13093,13439,14006,14908,14393,16499,16619,15914,17371,15749,19052,18649,21703,21376,22262,22500,24245,25851,27349,28445,31534,32292,32807,35403,37449,35433,36794,41784,45100,43786,40181,39532,37141,39548,40793,42944,50321
 "27045","Fillmore, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",67382,73041,77457,88066,114440,115132,118627,120690,147408,161914,165185,182497,203853,222465,211142,263343,263998,278485,299728,282524,318667,329141,334216,341711,337806,363178,368995,411217,422430,453934,470883,495752,546307,554538,581220,634218,632158,663137,707604,768338,736209,749451,817953,848707,874320,874864,923134,891564,912760,931071,931460,1048935
 "27045","Fillmore, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",21864,21943,22048,22009,21929,21715,22046,22152,21919,21843,22088,21939,21925,21800,21706,21605,21474,21214,20938,20915,20875,20775,20651,20726,20757,20829,20909,21059,20970,21092,21050,21142,21184,21233,21248,21188,21138,21043,21092,20991,20921,20864,20836,20833,20753,20769,20737,20912,20976,21053,21081,21135
 "27045","Fillmore, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3082,3329,3513,4001,5219,5302,5381,5448,6725,7413,7478,8318,9298,10205,9727,12189,12294,13127,14315,13508,15265,15843,16184,16487,16274,17436,17648,19527,20144,21522,22370,23449,25789,26117,27354,29933,29906,31513,33548,36603,35190,35921,39257,40739,42130,42124,44516,42634,43514,44225,44185,49630
 "27047","Freeborn, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",130704,146074,153434,164001,206738,216661,223660,227455,280739,303046,318473,334670,364106,387038,383109,442316,443763,465571,497300,492802,537185,531398,526802,561324,546020,591315,593932,654798,675202,712593,739221,790043,809024,815389,845088,897993,902204,935228,985435,1049454,1049398,1093820,1177206,1219510,1264419,1235646,1259335,1249195,1316162,1349440,1383814,1529242
 "27047","Freeborn, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",37365,38215,38796,38696,37933,37283,36906,37094,37165,36904,36659,36268,35944,35555,35342,35013,34474,33998,33553,33566,33252,33081,32884,32848,33038,32941,32541,32613,32505,32624,32638,32555,32474,32053,32031,31948,31704,31622,31511,31270,31313,31203,31070,31026,30924,30742,30519,30441,30584,30552,30385,30364
 "27047","Freeborn, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3498,3822,3955,4238,5450,5811,6060,6132,7554,8212,8687,9228,10130,10886,10840,12633,12872,13694,14821,14682,16155,16064,16020,17089,16527,17951,18252,20078,20772,21843,22649,24268,24913,25439,26383,28108,28457,29575,31273,33561,33513,35055,37889,39306,40888,40194,41264,41037,43034,44169,45543,50364
 "27049","Goodhue, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",120201,131750,141699,159851,190719,206661,220368,239128,271311,302105,323785,352680,393685,427826,443693,511781,532733,564375,599628,618511,684868,726531,761986,829356,849218,912322,940007,1024383,1067803,1134125,1170217,1228025,1323681,1376169,1434313,1575713,1560703,1635232,1717864,1822119,1761467,1847145,1965479,2081449,2101117,2211590,2304281,2290660,2390088,2485033,2538603,2700473
 "27049","Goodhue, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",34579,35008,35757,36603,36954,37115,37566,38135,38212,38193,38543,38823,39027,39177,39151,39339,39375,39409,39564,40106,40383,40835,41177,41393,42031,42274,42573,42831,43337,43785,43974,44154,44574,44927,45029,45329,45339,45598,45866,45919,46035,46225,46122,46167,46135,46046,46092,46245,46341,46348,46391,46318
 "27049","Goodhue, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3476,3763,3963,4367,5161,5568,5866,6271,7100,7910,8401,9084,10088,10920,11333,13010,13530,14321,15156,15422,16959,17792,18505,20036,20205,21581,22080,23917,24640,25902,26612,27812,29696,30631,31853,34762,34423,35862,37454,39681,38264,39960,42615,45085,45543,48030,49993,49533,51576,53617,54722,58303
 "27051","Grant, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",21799,25237,27541,28943,56666,50062,49664,43506,47797,52883,55724,59594,64495,67461,77619,84448,82946,86245,87749,81465,95174,101612,98352,110463,96950,108398,113602,140547,131049,139539,147629,161167,158340,160197,169851,178073,171385,174413,193967,235079,222581,231530,244761,310612,312081,282367,299624,270542,273146,276074,271177,334015
 "27051","Grant, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",7643,7466,7427,7501,7307,7222,7220,7316,7340,7197,7225,7165,7125,7084,7070,6934,6796,6674,6518,6399,6266,6247,6256,6197,6170,6253,6306,6301,6310,6284,6307,6265,6261,6295,6236,6174,6165,6127,6138,6113,6022,6002,5991,5925,5953,5920,5865,5921,5916,5971,5977,6026
 "27051","Grant, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2852,3380,3708,3859,7755,6932,6879,5947,6512,7348,7713,8317,9052,9523,10979,12179,12205,12923,13463,12731,15189,16266,15721,17825,15713,17335,18015,22306,20768,22205,23407,25725,25290,25448,27237,28842,27800,28466,31601,38456,36961,38575,40855,52424,52424,47697,51087,45692,46171,46236,45370,55429
 "27053","Hennepin, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",4588409,4982238,5280819,5601699,6167064,6781804,7311951,7938122,8769592,9730353,10966852,12288985,13589318,14697164,15685008,17566024,18980493,20210059,21683483,23354470,25261425,26751518,27484988,29444882,30383109,32016043,34366659,36316041,39280895,42837225,45169458,49191315,49425824,49376226,51288493,54772371,56767584,60403684,63729383,65019884,60567766,63379341,67610290,73381033,73078908,78325285,82768775,84930567,88226799,93673128,96318449,100436351
 "27053","Hennepin, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",967826,960224,963550,949197,937861,940052,933394,930074,928131,929757,931812,944339,953632,961435,966876,972868,985599,997454,1005648,1018825,1026682,1035132,1043220,1050216,1059615,1069030,1076932,1083757,1089694,1099002,1109634,1117775,1123375,1120730,1119458,1118756,1117015,1119507,1126585,1135173,1146721,1154323,1169581,1184545,1198531,1211635,1222868,1236183,1248707,1258021,1265159,1268408
 "27053","Hennepin, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4741,5189,5481,5902,6576,7214,7834,8535,9449,10465,11769,13013,14250,15287,16222,18056,19258,20262,21562,22923,24605,25844,26346,28037,28674,29949,31912,33509,36048,38978,40707,44008,43998,44057,45815,48958,50821,53956,56569,57278,52818,54906,57807,61949,60974,64644,67684,68704,70655,74461,76131,79183
 "27055","Houston, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",57523,61094,63904,70568,84394,86123,91209,100019,116430,128979,139295,152691,170247,182892,192302,217519,228645,240211,257231,262545,296073,313450,320425,339765,352770,375211,385460,423487,444553,483869,497664,526804,557329,561359,601876,632474,640555,664846,682111,710189,706239,741307,774753,822622,816564,849137,868752,889045,913966,941541,962578,1033023
 "27055","Houston, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",17634,17557,17679,17446,18023,18022,18350,18710,18738,18892,19347,18412,18493,18383,18388,18501,18477,18393,18295,18442,18428,18545,18573,18861,19063,19146,19270,19342,19397,19443,19631,19730,19863,19784,19715,19582,19573,19506,19392,19159,19051,19027,18877,18766,18780,18707,18695,18740,18705,18608,18667,18632
 "27055","Houston, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3262,3480,3615,4045,4683,4779,4971,5346,6214,6827,7200,8293,9206,9949,10458,11757,12375,13060,14060,14236,16066,16902,17252,18014,18505,19597,20003,21895,22919,24887,25351,26701,28059,28374,30529,32299,32726,34084,35175,37068,37071,38961,41042,43836,43481,45391,46470,47441,48862,50599,51566,55443
 "27057","Hubbard, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",24087,27622,30734,35401,43683,47099,52268,59961,70920,78829,87499,97305,109052,119089,128510,142230,151069,158835,164884,172970,187978,200311,210306,229882,242971,265113,287442,310906,334839,359352,376027,394388,458201,497447,581043,787256,735381,638160,596847,611116,615928,638548,666770,710862,728103,751801,795125,829481,876376,931199,1069525,1135374
 "27057","Hubbard, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",10298,10682,11038,11501,11820,12098,12030,12463,12849,13115,13476,14106,14109,14199,14379,14336,14591,14709,14721,14782,14919,14969,15288,15609,15851,16212,16569,16913,17286,17648,17989,18401,18533,18820,19049,19453,19652,19783,20123,20346,20389,20427,20516,20453,20694,20631,20645,20709,20989,21350,21604,21783
 "27057","Hubbard, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2339,2586,2784,3078,3696,3893,4345,4811,5519,6011,6493,6898,7729,8387,8937,9921,10354,10798,11201,11701,12600,13382,13756,14728,15328,16353,17348,18383,19371,20362,20903,21433,24724,26432,30503,40470,37420,32258,29660,30036,30209,31260,32500,34756,35184,36440,38514,40054,41754,43616,49506,52122
 "27059","Isanti, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",54481,58463,63014,71489,84811,91945,104600,115021,133168,150761,175644,202547,221008,239366,255186,287556,304818,320360,337291,362752,392160,415914,431890,465405,492106,535943,557993,602675,647930,704461,750274,842815,860415,900542,947450,1027066,1062076,1131094,1201781,1255653,1228758,1283736,1361121,1371565,1411032,1467415,1531271,1609968,1673402,1775926,1858551,2033433
 "27059","Isanti, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",18333,16940,18612,19019,19677,20009,20542,20709,21210,22225,22984,23654,23818,23977,24023,24405,24535,24522,24868,25373,25727,25995,26366,26624,27390,27672,28131,28780,29321,29828,30609,31459,32428,33410,34753,35592,36400,37183,37711,37851,37809,37856,38200,38150,38066,38273,38281,38763,39537,39846,40447,41429
 "27059","Isanti, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2972,3451,3386,3759,4310,4595,5092,5554,6279,6783,7642,8563,9279,9983,10623,11783,12424,13064,13563,14297,15243,16000,16381,17481,17967,19368,19836,20941,22098,23617,24512,26791,26533,26954,27262,28857,29178,30420,31868,33174,32499,33911,35631,35952,37068,38341,40001,41534,42325,44570,45950,49082
 "27061","Itasca, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",97851,107658,117195,127495,143358,165496,195864,230358,239727,276756,310651,344139,382165,396729,417436,454753,474103,487186,491973,511001,558617,594017,632633,666668,689966,719888,763499,812369,858873,915111,947457,1001624,1046516,1076173,1116074,1159962,1169856,1232928,1297402,1378537,1402800,1470715,1543445,1591461,1613016,1691832,1802891,1798644,1850341,1991468,2050854,2212337
 "27061","Itasca, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",35853,35708,36336,36828,36909,36941,37984,39746,40829,41455,42123,43089,43072,42890,42573,42289,42141,41607,41087,40659,40661,40920,41173,41536,42129,42656,42856,43133,43474,43791,43899,43927,43810,43882,44212,44221,44338,44405,44809,44852,45066,45034,45103,45150,45334,45327,45269,45171,45096,45139,45225,45268
 "27061","Itasca, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2729,3015,3225,3462,3884,4480,5156,5796,5871,6676,7375,7987,8873,9250,9805,10753,11250,11709,11974,12568,13738,14517,15365,16050,16377,16877,17815,18834,19756,20897,21583,22802,23888,24524,25244,26231,26385,27766,28954,30735,31128,32658,34220,35248,35581,37325,39826,39819,41031,44119,45348,48872
 "27063","Jackson, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",49530,56959,57805,66758,95450,94197,99058,71813,104998,118106,118192,130246,135526,137872,115327,161407,164757,167892,183421,168983,196806,192483,179712,183695,165143,208377,209519,255608,246908,255229,250034,265758,272721,273751,296607,334042,351274,338809,356552,404856,401520,423010,473012,516494,505101,491435,485806,462067,490691,502087,522440,613322
 "27063","Jackson, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",13994,14355,14306,14341,14188,14577,14417,14284,14238,14034,14015,13675,13587,13485,13352,13174,12980,12611,12137,12006,11803,11671,11658,11642,11673,11712,11670,11747,11637,11472,11350,11186,10952,10945,10794,10693,10595,10583,10523,10364,10276,10272,10198,10311,10284,10274,10098,9962,9968,9866,9799,9768
 "27063","Jackson, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3539,3968,4041,4655,6728,6462,6871,5028,7374,8416,8433,9524,9975,10224,8637,12252,12693,13313,15113,14075,16674,16492,15415,15779,14147,17792,17954,21759,21217,22248,22029,23758,24901,25012,27479,31239,33155,32014,33883,39064,39074,41181,46383,50092,49115,47833,48109,46383,49227,50891,53316,62789
 "27065","Kanabec, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",27533,30896,33233,36896,43319,49436,53841,60277,68818,76311,84919,94523,103489,108889,115377,131582,139515,150857,154536,156929,167484,175363,185364,199322,210123,221518,235699,248006,264777,285710,304793,331645,353465,372189,386957,413908,411418,423209,443156,462882,467145,488151,514404,532830,550083,586571,614823,641159,659533,680723,707443,789475
 "27065","Kanabec, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",10020,9876,10243,10588,10927,11020,11266,11358,11311,11447,11886,12194,12300,12443,12348,12333,12416,12253,12388,12638,12796,12820,12862,13016,13218,13496,13769,13879,14143,14361,14715,15041,15266,15449,15877,16080,16259,16360,16495,16535,16294,16217,16227,15977,16015,15978,15895,15896,16069,16288,16357,16416
 "27065","Kanabec, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2748,3128,3244,3485,3964,4486,4779,5307,6084,6666,7144,7752,8414,8751,9344,10669,11237,12312,12475,12417,13089,13679,14412,15314,15897,16414,17118,17869,18721,19895,20713,22049,23154,24091,24372,25741,25304,25869,26866,27994,28670,30101,31700,33350,34348,36711,38680,40335,41044,41793,43250,48092
 "27067","Kandiyohi, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",95633,105623,111570,123369,162758,170669,193126,198994,237916,251436,289507,319630,357446,379281,382594,441904,462660,490440,516463,536028,602013,649920,657964,700736,714741,786359,838607,922367,949305,1016371,1060773,1109181,1157673,1190206,1243634,1319224,1363568,1415057,1495671,1658591,1612515,1687847,1783505,1884070,1878310,1932112,2114447,2102763,2225565,2254286,2245165,2463687
 "27067","Kandiyohi, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",30833,30684,31407,31002,31781,32206,33197,33832,34513,35122,35993,36887,37300,37649,37850,37887,37676,37702,37807,38453,38707,38830,39219,39703,40244,40685,41046,41404,41366,41298,41329,41141,41272,41069,41364,41456,41487,41537,41639,41840,42058,42231,42205,42380,42463,42502,42638,42672,42747,42850,43137,43130
 "27067","Kandiyohi, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3102,3442,3552,3979,5121,5299,5818,5882,6894,7159,8043,8665,9583,10074,10108,11664,12280,13008,13661,13940,15553,16738,16777,17649,17760,19328,20431,22277,22949,24611,25667,26960,28050,28981,30066,31822,32867,34067,35920,39641,38340,39967,42258,44457,44234,45459,49591,49277,52064,52609,52047,57122
 "27069","Kittson, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",18976,23060,25919,32962,59220,48942,47651,53641,41486,57819,53119,61014,68211,70653,66434,119742,90950,104044,92676,84121,99710,109893,88853,112413,82502,94244,98967,119019,116051,116659,123629,133963,114853,127053,165795,139966,135362,145390,165230,220804,162106,185798,192498,234933,227376,200971,208580,194205,207086,210522,198948,266243
 "27069","Kittson, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",7529,6879,6996,7002,7055,6933,6919,7003,6990,6878,6870,6687,6733,6669,6558,6392,6260,6152,6110,5980,5891,5744,5705,5661,5593,5535,5522,5494,5460,5413,5329,5260,5188,5075,4974,4898,4846,4746,4640,4614,4561,4553,4540,4497,4498,4455,4410,4323,4261,4276,4286,4214
 "27069","Kittson, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2520,3352,3705,4708,8394,7059,6887,7660,5935,8406,7732,9124,10131,10594,10130,18733,14529,16912,15168,14067,16926,19132,15575,19857,14751,17027,17922,21663,21255,21552,23199,25468,22138,25035,33332,28576,27933,30634,35610,47855,35542,40808,42400,52242,50550,45111,47297,44924,48600,49233,46418,63181
 "27071","Koochiching, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",47069,51636,57140,62689,68892,75878,88356,97182,102500,109700,125592,139205,151301,159142,172683,185613,179512,171965,173605,184284,208929,243856,238531,249183,248594,256705,273450,304282,317974,331132,338294,351377,371193,375779,396720,413653,405982,397710,422352,433444,438157,466514,473081,470764,472107,460123,472791,474317,481410,524924,558399,591126
 "27071","Koochiching, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",17136,17157,17292,17558,17350,17229,17485,17486,17577,17548,17529,17573,17542,17224,16968,16978,16621,15840,15451,15286,15542,16459,15632,15488,15489,15385,15205,14931,14842,14688,14512,14288,14124,14001,13965,13919,13851,13705,13577,13432,13276,13320,13238,13166,13091,12849,12798,12607,12505,12404,12202,12059
 "27071","Koochiching, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2747,3010,3304,3570,3971,4404,5053,5558,5831,6251,7165,7922,8625,9240,10177,10933,10800,10856,11236,12056,13443,14816,15259,16089,16050,16685,17984,20379,21424,22544,23311,24592,26281,26839,28408,29719,29311,29019,31108,32270,33004,35024,35737,35756,36063,35810,36943,37623,38497,42319,45763,49019
 "27073","Lac qui Parle, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",33086,35958,41222,44202,70493,68755,61068,59787,76424,79595,94636,99954,102366,92812,97865,113261,122150,124832,135184,115851,140662,145001,136558,136185,121893,154604,140059,180672,175273,184834,183617,189706,190702,192814,194930,227556,241193,239141,250986,279078,299521,326631,345396,394240,366049,322131,329765,305209,321451,324587,334980,393489
 "27073","Lac qui Parle, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",11341,11107,10806,10935,10971,10864,10902,10826,10738,10715,10759,10582,10523,10369,10307,10138,9963,9708,9432,9213,9064,8900,8788,8746,8735,8641,8542,8394,8352,8237,8107,8057,7914,7891,7793,7674,7574,7415,7419,7342,7302,7245,7221,7123,7006,6901,6876,6743,6682,6644,6628,6527
 "27073","Lac qui Parle, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2917,3237,3815,4042,6425,6329,5602,5523,7117,7428,8796,9446,9728,8951,9495,11172,12260,12859,14332,12575,15519,16292,15539,15571,13955,17892,16397,21524,20986,22439,22649,23545,24097,24435,25013,29653,31845,32251,33830,38011,41019,45084,47832,55347,52248,46679,47959,45263,48107,48854,50540,60286
 "27075","Lake, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",38687,41740,43906,47868,52484,58236,66456,72367,74695,100063,123148,113778,123376,114521,104789,116533,119507,121007,118970,123257,138824,148425,158236,171377,180338,192063,198152,213746,226284,247597,259680,283024,286916,305512,322660,328254,336645,337659,352319,372931,377243,395737,418806,434238,437909,454972,468532,456710,477426,514247,523129,549859
 "27075","Lake, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",13344,13394,13452,13086,13074,12714,13213,13168,13143,12856,12868,12959,12594,12480,12103,11624,11360,11227,10889,10558,10400,10439,10454,10569,10628,10683,10790,10884,10932,10974,11037,11083,11145,11128,11162,11100,11014,10962,10938,10872,10872,10854,10779,10792,10706,10602,10540,10501,10481,10609,10625,10639
 "27075","Lake, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2899,3116,3264,3658,4014,4580,5030,5496,5683,7783,9570,8780,9796,9176,8658,10025,10520,10778,10926,11674,13348,14218,15136,16215,16968,17978,18364,19639,20699,22562,23528,25537,25744,27454,28907,29572,30565,30803,32211,34302,34699,36460,38854,40237,40903,42914,44453,43492,45552,48473,49236,51683
 "27077","Lake of the Woods, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",8920,9838,10624,12018,16489,15741,17030,21061,21418,23943,27643,27237,31261,33151,36423,42744,42110,46712,50112,56921,59896,63909,64281,69512,70791,72348,74095,80235,81896,84813,84036,91896,92836,97340,116545,118177,120655,117872,126096,146769,144127,151343,153223,156670,165033,185264,203968,193515,207957,212459,204421,226873
 "27077","Lake of the Woods, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",3791,4028,4163,4287,4087,4116,4179,3980,4112,4043,3951,3756,3720,3720,3737,3772,3809,3776,3781,3938,4047,4086,4237,4316,4273,4327,4431,4520,4477,4510,4557,4488,4452,4326,4371,4401,4374,4321,4205,4128,4043,4035,4011,3947,3911,3891,3870,3791,3730,3722,3736,3754
 "27077","Lake of the Woods, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2353,2442,2552,2803,4034,3824,4075,5292,5209,5922,6996,7252,8403,8912,9747,11332,11055,12371,13254,14454,14800,15641,15171,16106,16567,16720,16722,17751,18293,18806,18441,20476,20853,22501,26663,26852,27585,27279,29987,35555,35649,37508,38201,39693,42197,47613,52705,51046,55753,57082,54717,60435
 "27079","Le Sueur, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",70250,77997,82043,93080,114998,122041,132984,137075,169346,189915,205542,212893,235655,247107,256294,295786,306497,319617,340769,337126,375611,389083,392937,423043,432087,468660,502083,541206,564505,616443,654793,711207,723508,745346,787232,812030,825567,865575,928908,1005701,976733,984383,1068511,1123795,1133711,1189915,1218226,1267852,1322348,1394860,1443897,1562379
 "27079","Le Sueur, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",21474,21417,21885,22455,22793,22845,23064,22433,22928,23160,23374,23449,23458,23371,23453,23517,23508,23260,23099,23153,23284,23247,23348,23527,23800,24051,24313,24541,24900,25158,25218,25459,25654,25909,26395,26811,27016,27480,27870,27816,27730,27732,27786,27666,27710,27819,27762,27752,28193,28583,28856,28741
 "27079","Le Sueur, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3271,3642,3749,4145,5045,5342,5766,6110,7386,8200,8794,9079,10046,10573,10928,12578,13038,13741,14753,14561,16132,16737,16830,17981,18155,19486,20651,22053,22671,24503,25965,27935,28203,28768,29825,30287,30558,31498,33330,36155,35223,35496,38455,40620,40913,42773,43881,45685,46903,48800,50038,54361
 "27081","Lincoln, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",23372,24754,26449,31109,42429,44294,40885,35805,49007,50185,56761,64804,71714,70838,64995,79456,88482,89477,99859,86834,99531,103009,103203,104125,97635,119921,105908,123699,118242,137980,135181,146195,147962,144336,154493,170529,178623,175013,187162,210579,202714,216189,242367,253835,247386,240782,257530,238450,254625,249052,263911,297687
 "27081","Lincoln, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",8245,8131,8126,8058,8111,8006,8381,8430,8404,8307,8173,8200,8159,7995,7822,7674,7489,7314,7152,7017,6947,6903,6819,6911,6907,6883,6798,6779,6705,6604,6493,6403,6335,6248,6222,6138,6074,6003,5949,5937,5892,5885,5808,5755,5755,5764,5707,5702,5662,5654,5619,5568
 "27081","Lincoln, MN",4,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2835,3044,3255,3861,5231,5533,4878,4247,5831,6041,6945,7903,8790,8860,8309,10354,11815,12234,13962,12375,14327,14922,15135,15067,14136,17423,15579,18247,17635,20893,20819,22832,23356,23101,24830,27783,29408,29154,31461,35469,34405,36736,41730,44107,42986,41773,45125,41819,44971,44049,46968,53464
 "27083","Lyon, MN",4,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",79641,88767,92211,106443,131475,139148,135646,141238,182715,197338,210257,234252,258801,264363,267229,306799,328324,339332,368316,355353,399700,417304,428597,462515,458440,509376,513178,583627,577492,633100,652262,671134,690375,701066,735738,800641,833400,853447,902774,963764,935783,989186,1073113,1107257,1142503,1162529,1228339,1197373,1256139,1265978,1278745,1379524
 "27083","Lyon, MN",4,CAINC1,2,"...","Population (persons) 1/","Number of persons",22767,24288,24355,25840,25341,24860,24755,24749,24759,24878,25074,25231,25273,25440,25304,25521,25313,24920,24871,24929,25057,24766,24804,24893,25126,25437,25517,25300,25241,25306,25402,25465,25474,25191,25091,24981,25178,25347,25403,25646,25768,25852,25834,25639,25727,25779,25830,25996,25974,25656,25579,25271
